Brand,Zap Enter Date,Gaming Compability,Operating System,Two in One,Weight,Series,CPU type,RAM Capacity,CPU speed,CPU model,CPU generation,Hard drive capacity,Hard drive Type,Optical Drive,Screen Size,Screen Resolution,Screen Type,FPS,Touch Screen,GPU,Web camera,Secutiry,Connectors,Wifi modal,Cellular modem,Min price,Max price,Page number,Memory type
Lenovo,מ 2022,לא רלוונטי,Windows  10,מסך מסתובב,"1.8 ק""ג",IdeaPad Flex 5,Intel Core i5,8 GB,יעודכן בקרוב,1035G1,דור 10,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,כולל,Integrated Intel UHD Graphics,1 מגה פיקסל,קורא טביעות אצבע,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"3,190","3,190",71,DDR4
Dell,2021,לא רלוונטי,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,"2,890","2,890",71,יעודכן בקרוב
Asus,מ 2022,לא רלוונטי,ללא,ללא,"1.8 ק""ג",VivoBook 15,Intel Core i7,16 GB,2800Mhz,1165G7,דור 11,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LED,60 Hz,ללא,Intel Iris Xe Graphics,כולל,לא כולל,"אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ac,לא כולל,"2,990","2,990",71,DDR4
Asus,2021,לא רלוונטי,ללא,ללא,"1.7 ק""ג",לא רלוונטי,Intel Core i3,8 GB,1200Mhz,1005G1,דור 10,256 GB,SSD,לא כולל,15.6 אינטש,1366x768,LCD,60 Hz,ללא,Intel UHD Graphics,כולל,לא כולל,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ac,לא כולל,"1,890","1,890",71,DDR4
Asus,2021,לא רלוונטי,Windows  10,ללא,"1.4 ק""ג",VivoBook 14,Intel Core i3,8 GB,1200Mhz,1005G1,דור 10,256 GB,SSD,לא כולל,14 אינטש,1366x768,LCD,60 Hz,ללא,Intel UHD Graphics,כולל,לא כולל,"אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ac,לא כולל,"1,890","1,890",71,DDR4
Asus,2021,לא רלוונטי,Windows  10,ללא,"1.4 ק""ג",לא רלוונטי,Intel Core i3,8 GB,1200Mhz,1005G1,דור 10,256 GB,SSD,לא כולל,14 אינטש,1366x768,LCD,60 Hz,ללא,Intel UHD Graphics,כולל,לא כולל,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ac,לא כולל,"1,890","1,890",72,DDR4
Lenovo,2021,לא רלוונטי,ללא,ללא,"1.38 ק""ג",IdeaPad 5,Intel Core i7,8 GB,2800Mhz,1165G7,דור 11,256 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,Integrated Intel Iris Xe Graphics,1 מגה פיקסל,קורא טביעות אצבע,"DisplayPort , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,לא כולל,"3,198","3,199",72,DDR4
HP,2020,לא רלוונטי,Windows  10,ללא,"1.75 ק""ג",לא זמין,Intel Core i3,8 GB,1200Mhz,1005G1,דור 10,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,Intel UHD Graphics,כולל,לא כולל,"RJ-45 , USB-C , HDMI , USB",כולל,לא כולל,"1,999","1,999",72,לא זמין
Lenovo,2019,לא רלוונטי,Windows  10,ללא,"1.35 ק""ג",ThinkPad,Intel Core i5,8 GB,1600Mhz,8265U,דור 8,256 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,Intel HD Graphics 620,1 מגה פיקסל,קורא טביעות אצבע,"RJ-45 , Card Reader , USB-C , HDMI , USB",802.11ac,לא כולל,"4,500","6,201",72,DDR4
Lenovo,2021,לא רלוונטי,Windows  10,ללא,"1.85 ק""ג",IdeaPad 3,Intel Core i3,4 GB,1200Mhz,1005G1,דור 10,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,Integrated Intel UHD Graphics,כולל,לא כולל,"Card Reader , אוזניות/מיקרופון , HDMI , Bluetooth , USB",802.11ac,לא כולל,"2,000","2,000",72,DDR4
Lenovo,2021,לא רלוונטי,Windows 11 Home,ללא,"2.25 ק""ג",IdeaPad Gaming 3,Intel Core i7,16 GB,3300Mhz,11370H,דור 11,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,120 Hz,ללא,NVIDIA GeForce RTX 3050,1 מגה פיקסל,לא כולל,"RJ-45 , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,לא כולל,"4,905","5,690",72,DDR4
Lenovo,2021,לא רלוונטי,Windows  10,ללא,"1.65 ק""ג",IdeaPad 3,Intel Pentium Gold,8 GB,2000Mhz,7505,דור 7,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,Integrated Intel UHD Graphics,1 מגה פיקסל,לא כולל,"Card Reader , אוזניות/מיקרופון , HDMI , Bluetooth , USB",802.11ax,לא כולל,"1,929","1,929",72,DDR4
HP,2021,לא רלוונטי,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,4700Mhz,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,"8,938","9,251",72,יעודכן בקרוב
HP,מ 2022,לא רלוונטי,Windows 10 PRO,ללא,"1.7 ק""ג",ElitBook 855,AMD Ryzen 7,32 GB,1900Mhz,5800U,דור 4,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,AMD Radeon  Graphics,1 מגה פיקסל,"מצלמת IR , קורא טביעות אצבע","DisplayPort , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","802.11b , 802.11a , 802.11g , 802.11n , 802.11ac",לא כולל,"6,141","6,190",72,DDR4
Dell,2021,לא רלוונטי,ללא,ללא,"1.36 ק""ג",Vostro 5402,Intel Core i5,8 GB,2400Mhz,1135G7,דור 11,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LED,60 Hz,ללא,Intel Iris Xe Graphics,1 מגה פיקסל,לא כולל,"RJ-45 , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ac,לא כולל,"3,049","3,050",72,DDR4
HP,2017,לא רלוונטי,ללא,ללא,"1.86 ק""ג",לא זמין,Intel Celeron,4 GB,3060Mhz,N3060,דור 3,500 GB,5400RPM,כולל,15.6 אינטש,1366x768,לא זמין,60 Hz,ללא,Intel HD Graphics 400,לא זמין,לא כולל,"VGA , RJ-45 , HDMI , USB",כולל,לא כולל,"1,949","1,949",72,DDR3
Dell,2021,לא רלוונטי,Windows 10 PRO,ללא,"1.37 ק""ג",Latitude 5420,Intel Core i5,8 GB,2400Mhz,1135G7,דור 11,256 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,Intel Iris Xe Graphics,כולל,לא כולל,"RJ-45 , DisplayPort , Thunderbolt , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"3,950","3,950",72,DDR4
Asus,מ 2022,לא רלוונטי,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,"1,950","1,950",72,יעודכן בקרוב
Dell,2021,לא רלוונטי,Windows 10 PRO,ללא,"1.36 ק""ג",Vostro 5402,Intel Core i7,16 GB,2800Mhz,1165G7,דור 11,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,NVIDIA GeForce MX330,1 מגה פיקסל,לא כולל,"RJ-45 , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ac,לא כולל,"4,355","5,490",72,DDR4
Asus,מ 2022,לא רלוונטי,ללא,ללא,"1.73 ק""ג",ExpertBook B1,Intel Core i7,16 GB,2800Mhz,1165G7,דור 11,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,Intel Iris Xe Graphics,1 מגה פיקסל,קורא טביעות אצבע,"VGA , RJ-45 , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"3,966","3,990",72,DDR4
Lenovo,2021,לא רלוונטי,Windows 10 PRO,ללא,"1.13 ק""ג",ThinkPad X1 Carbon,Intel Core i7,16 GB,2800Mhz,1165G7,דור 11,1000 GB,SSD,לא כולל,14 אינטש,1920x1200,IPS,60 Hz,ללא,Integrated Intel Iris Xe Graphics,1 מגה פיקסל,"מצלמת IR , קורא טביעות אצבע","RJ-45 , Thunderbolt , USB-C , HDMI , Bluetooth , USB",802.11ax,כולל,"9,277","10,583",72,DDR4
Lenovo,2021,לא רלוונטי,Windows 10 PRO,ללא,"1.31 ק""ג",ThinkPad X13,Intel Core i7,16 GB,2800Mhz,1165G7,דור 11,512 GB,SSD,לא כולל,13.3 אינטש,1920x1200,IPS,60 Hz,ללא,Integrated Intel Iris Xe Graphics,כולל,"מצלמת IR , קורא טביעות אצבע","Thunderbolt , Card Reader , HDMI , Bluetooth , USB",802.11ax,לא כולל,"6,980","7,690",72,DDR4
Asus,מ 2022,לא רלוונטי,Windows 10 PRO,ללא,"1.73 ק""ג",ExpertBook B1,Intel Core i5,16 GB,2400Mhz,1135G7,דור 11,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,Intel Iris Xe Graphics,1 מגה פיקסל,קורא טביעות אצבע,"VGA , RJ-45 , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"3,980","3,980",72,DDR4
Dell,2021,לא רלוונטי,ללא,ללא,"1.52 ק""ג",Latitude 3420,Intel Core i7,8 GB,2800Mhz,1165G7,דור 11,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,כולל,Intel UHD Graphics,כולל,לא כולל,"RJ-45 , DisplayPort , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"3,983","4,590",72,DDR4
Lenovo,מ 2022,לא רלוונטי,Windows 10 PRO,ללא,"1.69 ק""ג",ThinkPad E14,Intel Core i7,16 GB,2666MHz,10510U,דור 10,1000 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,Intel UHD Graphics,1 מגה פיקסל,קורא טביעות אצבע,"RJ-45 , DisplayPort , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","כולל , 802.11ax",לא כולל,"4,088","4,090",72,DDR4
Lenovo,2021,לא רלוונטי,ללא,ללא,"1.66 ק""ג",IdeaPad 5,Intel Core i5,8 GB,3600Mhz,1035G1,דור 10,1000+256 GB,5400+SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,Integrated Intel UHD Graphics,1 מגה פיקסל,לא כולל,"DisplayPort , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,לא כולל,"3,098","3,099",72,DDR4
Dynabook,2021,לא רלוונטי,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,"1,998","1,998",72,יעודכן בקרוב
Dell,2021,לא רלוונטי,Windows  10,ללא,"1.36 ק""ג",Vostro 5402,Intel Core i5,8 GB,2400Mhz,1135G7,דור 11,256 GB,SSD,לא כולל,14 אינטש,1920x1080,LED,60 Hz,ללא,Intel Iris Xe Graphics,1 מגה פיקסל,לא כולל,"RJ-45 , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ac,לא כולל,"2,999","3,390",72,DDR4
Dell,2021,לא רלוונטי,Windows  10,ללא,"1.64 ק""ג",Vostro 5502,Intel Core i5,8 GB,2400Mhz,1135G7,דור 11,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,Intel Iris Xe Graphics,1 מגה פיקסל,קורא טביעות אצבע,"RJ-45 , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ac,לא כולל,"2,999","3,700",72,DDR4
Asus,2021,לא רלוונטי,Windows  10,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,Intel Core i3,8 GB,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,256 GB,יעודכן בקרוב,יעודכן בקרוב,15.6 אינטש,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,"1,999","1,999",73,יעודכן בקרוב
Lenovo,2020,לא רלוונטי,ללא,ללא,"1.7 ק""ג",IdeaPad 3,Intel Pentium Gold,4 GB,2400Mhz,6405U,דור 6,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,Integrated Intel UHD Graphics,כולל,לא כולל,"Card Reader , אוזניות/מיקרופון , Bluetooth , USB",802.11ax,לא כולל,"1,999","1,999",73,DDR4
HP,2019,לא רלוונטי,ללא,ללא,"1.78 ק""ג",G7,Intel Core i3,4 GB,2200Mhz,8130U,דור 8,256 GB,SSD,לא כולל,15.6 אינטש,1366x768,LED,60 Hz,ללא,לא זמין,כולל,לא כולל,USB,לא זמין,לא כולל,"1,999","1,999",73,לא זמין
Lenovo,2021,לא רלוונטי,Windows  10,ללא,"1.85 ק""ג",IdeaPad 3,Intel Core i5,8 GB,1100Mhz,1035G4,דור 10,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,Integrated Intel Iris Plus Graphics,כולל,לא כולל,"Card Reader , אוזניות/מיקרופון , HDMI , Bluetooth , USB",802.11ac,לא כולל,"2,300","2,300",73,DDR4
Asus,2021,לא רלוונטי,Windows  10,ללא,"1.7 ק""ג",לא רלוונטי,Intel Core i3,8 GB,1200Mhz,1005G1,דור 10,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,Intel UHD Graphics,כולל,לא כולל,"USB-C , HDMI , Bluetooth , USB",802.11ac,לא כולל,"2,105","2,105",73,DDR4
Lenovo,2021,לא רלוונטי,Windows  10,ללא,"1.66 ק""ג",IdeaPad 5,Intel Core i5,8 GB,3600Mhz,1035G1,דור 10,1000+256 GB,5400+SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,Integrated Intel UHD Graphics,1 מגה פיקסל,לא כולל,"DisplayPort , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,לא כולל,"3,017","3,017",73,DDR4
Asus,2021,לא רלוונטי,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,"4,720","4,990",73,יעודכן בקרוב
Lenovo,2020,לא רלוונטי,Windows  10,ללא,"1.36 ק""ג",Yoga Slim,Intel Core i7,8 GB,2800Mhz,1165G7,דור 11,256 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,Intel Iris Plus Graphics,1 מגה פיקסל,מצלמת IR,Bluetooth,802.11ax,לא כולל,"4,123","6,514",73,DDR4
Apple,מ 2022,לא רלוונטי,MacOS,ללא,"1.6 ק""ג",MacBook Pro,לא זמין,32 GB,לא זמין,לא זמין,לא זמין,1000 GB,SSD,לא זמין,14.2 אינטש,3024x1964,LCD,60 Hz,ללא,לא זמין,כולל,קורא טביעות אצבע,"DisplayPort , Thunderbolt , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"10,939","11,596",73,לא זמין
Lenovo,2021,לא רלוונטי,Windows  10,ללא,"1.38 ק""ג",IdeaPad 5,Intel Core i5,8 GB,2400Mhz,1135G7,דור 11,512 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,NVIDIA GeForce MX450,1 מגה פיקסל,קורא טביעות אצבע,"DisplayPort , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,לא כולל,"4,140","4,140",73,DDR4
Asus,2021,לא רלוונטי,Windows  10,ללא,"1.48 ק""ג",לא זמין,Intel Core i3,8 GB,2100Mhz,10110U,דור 10,256 GB,SSD,לא כולל,14 אינטש,1920x1080,לא זמין,60 Hz,ללא,Intel UHD Graphics 620,0.3 מגה פיקסל,לא כולל,"VGA , RJ-45 , Card Reader , HDMI , Bluetooth , USB",802.11ac,לא כולל,"2,040","2,040",73,DDR4
Lenovo,מ 2022,לא רלוונטי,Windows 11 Home,ללא,"2.4 ק""ג",Legion 5,Intel Core i7,32 GB,2300MHz,11800H,דור 11,1000 GB,SSD,לא כולל,15.6 אינטש,2560x1440,LCD,165 Hz,ללא,NVIDIA GeForce RTX 3060,1 מגה פיקסל,לא כולל,"RJ-45 , DisplayPort , Thunderbolt , אוזניות/מיקרופון , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"8,244","8,380",73,DDR4
Lenovo,2021,לא רלוונטי,Windows  10,ללא,"2.4 ק""ג",Legion 5,Intel Core i7,8 GB,2600Mhz,10750H,דור 10,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,120 Hz,ללא,NVIDIA GeForce  GTX 1660Ti,לא זמין,לא זמין,"RJ-45 , אוזניות/מיקרופון , USB-C , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"5,650","6,299",73,DDR4
HP,2021,לא רלוונטי,Windows  10,ללא,"1.98 ק""ג",Pavilion Gaming,AMD R7,16 GB,לא זמין,5800H,לא זמין,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,144 Hz,ללא,NVIDIA GeForce GTX 1650,1 מגה פיקסל,לא כולל,"RJ-45 , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",WiFi 6,לא כולל,"4,168","4,415",73,לא זמין
HP,מ 2022,לא רלוונטי,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,"3,369","3,690",73,יעודכן בקרוב
Dell,2021,לא רלוונטי,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,3060Mhz,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,"6,379","6,890",73,יעודכן בקרוב
HP,2021,לא רלוונטי,Windows  10,ללא,"1.74 ק""ג",לא זמין,AMD Ryzen 5,8 GB,2100Mhz,3450U,לא זמין,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,יעודכן בקרוב,AMD Radeon Vega 8,כולל,לא זמין,"HDMI , Bluetooth , USB",כולל,לא כולל,"2,179","2,179",73,DDR4
Apple,מ 2022,לא רלוונטי,ללא,ללא,"2.2 ק""ג",MacBook Pro 16,M1 Max Chip,32 GB,לא זמין,לא זמין,לא זמין,512 GB,SSD,לא כולל,16.2 אינטש,3456X2234,LCD,לא זמין,ללא,לא זמין,כולל,קורא טביעות אצבע,"DisplayPort , Thunderbolt , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"11,680","12,827",73,לא זמין
Asus,2021,לא רלוונטי,Windows  10,ללא,"1.55 ק""ג",VivoBook 15,Intel Core i5,8 GB,יעודכן בקרוב,1035G1,דור 10,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,Intel UHD Graphics,1 מגה פיקסל,קורא טביעות אצבע,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ac,לא כולל,"3,080","3,190",73,DDR4
HP,מ 2022,לא רלוונטי,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,8 GB,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,512 GB,יעודכן בקרוב,יעודכן בקרוב,15.6 אינטש,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,"3,485","3,490",73,יעודכן בקרוב
